currentTime,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,activity,fallDetected
2,0.27,0.74,0.55,53.23,26.24,20.22,4,0
3,0.27,0.76,0.58,52.66,25.31,19.84,4,0
4,0.27,0.76,0.56,53.41,25.92,19.84,4,0
5,0.27,0.75,0.58,52.37,25.31,20.03,4,0
6,0.27,0.75,0.58,52.37,25.31,20.03,4,0
7,0.27,0.76,0.57,53.04,25.62,19.84,4,0
8,0.28,0.75,0.55,53.51,26.89,20.56,4,0
9,0.27,0.75,0.55,53.9,25.91,19.5,4,0
10,0.29,0.82,0.44,61.93,33.45,19.41,4,0
11,0.26,0.93,0.16,80.46,58.78,15.5,4,0
12,0.23,0.92,-0.16,99.62,124.59,13.81,6,0
13,0.16,0.88,-0.55,122.01,164.05,10.12,6,0
14,0.17,0.76,-0.48,122.59,160.46,12.78,6,0
15,0.26,0.82,-0.75,132.44,161.03,17.45,6,0
16,0.15,0.79,-0.21,104.97,144.87,10.65,6,0
17,0.23,0.89,0.18,78.59,51.58,14.27,1,0
18,0.24,0.89,0.28,72.47,40.73,15.21,1,0
19,0.22,0.89,0.3,71.57,36.38,13.8,1,0
20,0.2,0.91,0.28,72.76,35.84,12.63,1,0
21,0.22,0.91,0.27,73.21,38.66,13.57,1,0
22,0.22,0.9,0.28,72.62,37.87,13.68,1,0
23,0.22,0.91,0.27,73.8,39.47,13.46,1,0
24,0.23,0.9,0.23,75.38,44.03,14.15,1,0
25,0.23,0.92,0.23,75.74,45,14.26,1,0
26,0.23,0.92,0.21,77.11,47.05,13.81,1,0
27,0.23,0.95,0.16,80.61,55.41,13.48,1,0
28,0.22,0.93,0.13,82.34,60.26,13.24,1,0
29,0.23,0.92,0.14,81.33,58.17,13.81,1,0
30,0.23,0.93,0.14,81.4,59.04,14.15,1,0
31,0.23,0.92,0.13,81.8,60.46,14.26,1,0
32,0.23,0.94,0.13,82.41,61.93,14.04,1,0
33,0.23,0.93,0.14,81.4,59.04,14.15,1,0
34,0.23,0.93,0.13,81.87,59.62,13.7,1,0
35,0.23,0.93,0.14,81.4,58.17,13.7,1,0
36,0.23,0.93,0.14,81.4,59.04,14.15,1,0
37,0.23,0.94,0.13,81.94,60.46,14.04,1,0
38,0.23,0.95,0.13,82,60.46,13.92,1,0
39,0.23,0.93,0.13,82.34,61.93,14.15,1,0
40,0.2,0.91,0.12,82.69,60.02,12.53,1,0
41,0.05,0.95,0.06,86.25,41.19,3.28,2,0
42,0.29,0.96,0,90,90,16.74,2,0
43,0.32,0.92,0.07,85.64,77.62,19.16,2,0
44,0.21,0.96,0.16,80.76,53.47,12.38,2,0
45,0.08,0.98,0.09,84.52,39.81,4.57,2,0
46,0.16,1,0.13,82.87,51.34,8.88,2,0
47,0.25,0.91,-0.02,90.99,93.58,15.42,2,0
48,0.21,0.98,0.08,85.43,69.68,12.19,2,0
49,0.16,0.96,0.05,87.21,73.3,9.24,2,0
50,0.17,0.98,0.14,81.87,50.71,9.9,2,0
51,0.29,0.93,0.01,89.52,88.45,17.27,2,0
52,0.25,0.97,0.08,85.39,72.65,14.47,2,0
53,0.16,0.93,-0.01,90.48,92.86,9.54,2,0
54,0.14,1.01,0.09,84.69,56.31,7.94,2,0
55,0.27,0.92,-0.02,90.97,93.37,16.07,2,0
56,0.25,0.97,0.06,86.31,75.96,14.47,2,0
57,0.19,0.89,0.13,81.52,54.69,11.89,2,0
58,0.2,0.94,0.04,87.61,79.11,12.23,2,0
59,0.32,0.91,0.05,86.58,80.31,19.31,2,0
60,0.2,0.9,0.06,86.02,72.26,12.26,2,0
61,0.18,0.92,0.1,83.71,60.52,11.03,2,0
62,0.23,0.95,0.03,88.12,82.15,13.37,2,0
63,0.28,0.91,0.07,85.6,75.96,17.1,2,0
64,0.2,0.91,0.08,85.11,68.2,12.06,2,0
65,0.16,0.9,0.1,83.55,56.98,9.87,2,0
66,0.23,0.95,0,90,90,13.92,2,0
67,0.27,0.88,0.07,85.41,75.17,16.89,2,0
68,0.13,0.91,0.02,88.53,79.38,7.79,2,0
69,0.16,0.92,0.07,85.64,65.77,9.62,2,0
70,0.27,0.91,-0.05,92.96,99.73,16.79,2,0
71,0.3,0.91,0.08,85.07,75.62,18.58,2,0
72,0.13,0.91,0.01,89.51,86.42,7.85,2,0
73,0.15,0.94,0.11,83.35,53.62,9,2,0
74,0.28,0.91,0.01,89.51,88.41,17.24,2,0
75,0.3,0.91,0.08,85.11,75.26,17.99,2,0
76,0.17,1.05,0.05,87.01,72.35,9.32,2,0
77,0.27,0.92,0.02,89.03,86.73,16.52,2,0
78,0.36,0.9,0.09,84.54,76.55,21.8,2,0
79,0.21,0.94,0.05,87.14,77.47,12.68,2,0
80,0.19,0.92,0.11,83.23,59.74,11.5,2,0
81,0.3,0.88,-0.04,92.56,97.5,18.74,2,0
82,0.31,0.88,0.1,83.44,72,19.49,2,0
83,0.16,0.98,0.04,87.71,75.96,9.09,2,0
84,0.23,1,0.13,82.87,61.11,12.77,2,0
85,0.27,0.88,0.05,86.93,80.27,17.35,2,0
86,0.2,0.95,0.13,82.53,58.39,12.03,2,0
87,0.13,0.92,0.13,81.8,43.26,7.72,2,0
88,0.25,0.89,-0.06,94.01,104.04,15.68,2,0
89,0.26,0.98,0.09,84.56,70.02,14.68,2,0
90,0.13,0.93,0.1,83.77,50.91,7.66,2,0
91,0.16,1,0.05,86.87,70.71,8.88,2,0
92,0.25,0.91,0.13,82.15,63.43,15.42,2,0
93,0.05,0.85,-0.08,95.24,145.01,3.67,2,0
94,0.02,0.92,0.05,87.09,18.43,0.97,2,0
95,-0.12,1.01,-0.17,99.68,-145.71,-6.63,2,0
96,0.14,0.93,-0.02,90.96,96.34,8.6,2,0
97,-0.04,1.01,-0.09,94.87,-155.56,-2.22,2,0
98,-0.21,0.91,-0.19,101.69,-131.63,-13.1,2,0
99,0.07,0.84,-0.2,103.66,160.91,4.81,5,0
100,0.14,0.76,-0.42,119.1,161.57,10.51,5,0
101,0.04,0.61,-0.77,141.77,177.11,3.67,5,0
102,0.22,1.26,-0.49,111.37,156.04,9.87,5,0
103,0.17,0.95,0.08,85.28,65.56,10.3,4,0
104,0.25,0.91,0.18,78.88,54.29,15.3,4,0
105,0.23,0.93,0.15,80.93,57.65,14.15,4,0
106,0.25,0.94,0.16,80.54,57.99,14.93,4,0
107,0.24,0.93,0.13,82.34,62.7,14.6,4,0
108,0.23,0.93,0.12,82.82,63.43,14.15,4,0
109,0.25,0.92,0.13,81.8,62.02,15.17,4,0
110,0.24,0.92,0.12,82.76,64.18,14.72,4,0
111,0.25,0.91,0.05,87.06,79.38,15.3,4,0
112,0.37,0.86,-0.29,108.59,128.21,23.14,4,0
113,0.38,0.84,-0.29,108.91,127.06,24.4,4,0
114,0.31,0.86,0.02,88.44,85.71,19.98,4,0
115,0.36,0.88,0.2,77.04,60.52,22.15,4,0
116,0.59,0.67,0.44,56.93,53.62,41.47,4,0
117,0.52,0.3,0.8,20.43,33.3,60.44,4,0
118,0.2,-0.21,1.08,-11.07,10.67,136.08,4,0
119,0.3,-0.07,0.96,-4.18,17.17,103.32,4,0
0,0.31,-0.13,0.98,-7.68,17.61,113.03,0,0
1,0.3,-0.15,0.95,-8.85,17.73,115.97,0,0
2,0.3,-0.18,0.97,-10.51,17.04,121.18,0,0
3,0.3,-0.15,0.96,-8.78,17.17,116.57,0,0
4,0.29,-0.16,0.95,-9.77,16.87,119.58,0,0
5,0.3,-0.16,0.95,-9.85,17.86,118.3,0,0
6,0.3,-0.16,0.95,-9.77,17.73,118.3,0,0
7,0.3,-0.18,0.96,-10.59,17.17,121.18,0,0
8,0.29,-0.17,0.95,-10.22,16.87,120.74,0,0
9,0.3,-0.16,0.95,-9.77,17.73,118.3,0,0
10,0.3,-0.17,0.96,-10.14,17.59,119.43,0,0
11,0.31,-0.16,0.96,-9.69,18.01,117.7,0,0
12,0.32,-0.17,0.96,-10.14,18.43,118.22,0,0
13,0.3,-0.16,0.95,-9.77,17.73,118.3,0,0
14,0.31,-0.16,0.96,-9.69,18.01,117.7,0,0
15,0.31,-0.16,0.96,-9.69,18.01,117.7,0,0
16,0.31,-0.16,0.96,-9.69,18.01,117.7,0,0
17,0.31,-0.16,0.95,-9.85,18.29,117.7,0,0
18,0.31,-0.17,0.95,-10.22,18.15,118.81,0,0
19,0.31,-0.16,0.96,-9.69,18.01,117.7,0,0
20,0.32,-0.18,0.95,-10.68,18.58,119.29,0,0
21,0.3,-0.16,0.97,-9.61,17.46,118.3,0,0
22,0.31,-0.17,0.97,-10.06,17.88,118.81,0,0
23,0.3,-0.17,0.95,-10.3,17.86,119.43,0,0
24,0.31,-0.16,0.95,-9.77,18.15,117.7,0,0
25,0.28,-0.16,0.96,-9.69,16.31,120.26,0,0
26,0.31,-0.17,0.96,-10.14,18.01,118.81,0,0
27,0.3,-0.16,0.95,-9.77,17.73,118.3,0,0
28,0.31,-0.16,0.95,-9.77,18.15,117.7,0,0
29,0.31,-0.18,0.96,-10.59,18.01,119.9,0,0
30,0.3,-0.16,0.95,-9.85,17.86,118.3,0,0
31,0.31,-0.16,0.96,-9.69,18.01,117.7,0,0
32,0.3,-0.17,0.96,-10.14,17.59,119.43,0,0
33,0.31,-0.17,0.96,-10.14,18.01,118.81,0,0
34,0.32,-0.17,0.96,-10.14,18.43,118.22,0,0
35,0.31,-0.17,0.96,-10.14,18.01,118.81,0,0
36,0.3,-0.16,0.95,-9.31,17.73,117.15,4,0
37,0.39,-0.03,0.96,-1.86,22.12,94.57,4,0
38,0.63,0.31,0.78,21.8,38.66,63.43,4,0
39,0.47,0.68,0.52,52.4,41.85,34.59,4,0
40,0.27,0.87,0.31,70.18,41.19,17.5,4,0
41,0.21,0.95,0.13,82.47,59.35,12.58,4,0
42,0.08,0.97,0.07,85.85,48.01,4.61,4,0
43,0.17,0.88,-0.12,97.63,124.29,11.11,4,0
44,0.16,0.88,-0.46,117.78,161.27,10.12,4,0
45,0.1,0.9,-0.33,110.06,162.8,6.45,4,0
46,0.19,0.91,-0.03,91.97,99.46,11.69,4,0
47,0.22,0.95,0.08,85.28,70.35,13.03,4,0
48,0.21,0.95,0.02,88.58,83.66,12.58,4,0
49,0.21,0.96,0,90,90,12.38,4,0
50,0.21,0.94,-0.01,90.48,92.12,12.68,4,0
51,0.21,0.95,0.02,89.05,85.76,12.58,4,0
52,0.22,0.94,0.01,89.52,87.95,13.13,4,0
53,0.22,0.94,0,90,90,13.13,4,0
54,0.21,0.95,0.01,89.53,87.88,12.58,4,0
55,0.21,0.94,0.02,89.05,85.76,12.68,4,0
56,0.21,0.93,0,90,90,12.78,4,0
57,0.21,0.95,0,90,90,12.48,4,0
58,0.22,0.94,-0.02,90.95,94.09,13.13,4,0
59,0.21,0.93,-0.01,90.48,92.12,12.78,4,0
60,0.22,0.93,-0.11,96.71,116.57,13.24,6,0
61,0.19,0.86,-0.38,113.57,153.43,12.31,6,0
62,0.15,0.78,-0.61,127.95,166.31,10.76,6,0
63,0.12,0.66,-0.82,141.01,171.87,10.01,6,0
64,0.15,0.71,-0.52,126.36,164.17,11.79,6,0
65,0.26,0.85,0.11,82.68,67.01,16.84,1,0
66,0.23,0.88,0.29,71.87,38.09,14.39,1,0
67,0.26,0.9,0.25,74.45,45.88,16.01,1,0
68,0.27,0.91,0.19,78.41,54.78,16.2,1,0
69,0.26,0.93,0.13,82.34,64.13,15.5,1,0
70,0.26,0.93,0.13,82.34,64.13,15.5,1,0
71,0.26,0.95,0.12,82.93,65.56,15.26,1,0
72,0.26,0.93,0.13,81.87,62.74,15.5,1,0
73,0.26,0.94,0.12,82.87,65.56,15.38,1,0
74,0.26,0.92,0.13,81.8,62.74,15.62,1,0
75,0.24,0.93,0.13,82.34,62.7,14.6,1,0
76,0.26,0.94,0.12,82.87,65.56,15.38,1,0
77,0.26,0.93,0.1,83.77,68.5,15.5,1,0
78,0.27,0.93,0.1,83.77,69.08,15.95,1,0
79,0.26,0.94,0.09,84.29,70.02,15.38,1,0
80,0.26,0.93,0.09,84.24,70.02,15.5,1,0
81,0.26,0.93,0.1,83.77,68.5,15.5,1,0
82,0.26,0.93,0.1,83.77,68.5,15.5,1,0
83,0.27,0.93,0.09,84.72,72.07,15.95,1,0
84,0.26,0.93,0.08,85.2,73.14,15.5,1,0
85,0.26,0.91,0.09,84.14,70.02,15.75,1,0
86,0.24,0.94,0.02,89.05,86.31,14.48,1,0
87,0.12,0.96,-0.02,91.4,101.31,6.95,1,0
88,0.3,0.91,-0.03,91.96,95.86,18.43,1,0
89,0.3,0.92,0.02,88.54,85.6,18.29,1,0
90,0.11,0.92,0.01,89.51,85.91,6.77,1,0
91,0.22,1.01,0.06,86.45,74.05,12.25,2,0
92,0.34,0.88,0.07,85.41,78.18,21,2,0
93,0.2,0.95,0.06,86.25,72.9,12.03,2,0
94,0.17,0.91,0.11,83.18,57.53,10.65,2,0
95,0.34,0.86,-0.08,95.19,103.09,21.35,2,0
96,0.29,0.93,0.06,86.15,77.8,17.27,2,0
97,0.16,0.96,0.07,85.82,66.8,9.69,2,0
98,0.2,0.96,0.02,89.07,85.6,11.94,2,0
99,0.33,0.9,0.02,89,87.27,20.06,2,0
100,0.16,0.91,0.01,89.51,87.27,10.18,2,0
101,0.15,0.97,0.09,84.47,57.72,8.71,2,0
102,0.25,0.9,-0.05,92.99,100.62,15.55,2,0
103,0.26,0.94,0.08,85.24,73.14,15.38,2,0
104,0.13,0.92,0.02,88.54,79.38,7.72,2,0
105,0.15,0.98,0.05,87.25,72.47,8.64,2,0
106,0.29,0.94,0,90,90,17.14,2,0
107,0.21,0.97,0.13,82.19,57.8,12.28,2,0
108,0.17,0.89,0.1,83.49,59.42,10.92,2,0
109,0.2,0.98,0.09,85.01,67.07,11.66,2,0
110,0.35,0.91,0,90,90,21.04,2,0
111,0.26,0.9,0.03,88.01,83.09,16.01,2,0
112,0.19,0.95,0.09,84.34,63.43,11.22,2,0
113,0.27,0.94,0.01,89.52,88.32,15.82,2,0
114,0.35,0.88,0.05,86.96,82.41,21.71,2,0
115,0.13,0.95,-0.02,91.42,100.01,8,2,0
116,0.13,0.98,0.07,85.91,62.1,7.68,2,0
117,0.33,0.96,0.05,86.74,80.54,18.85,2,0
118,0.23,0.98,0.02,89.08,86.19,13.5,2,0
119,0.16,0.9,0.1,83.55,56.98,9.87,2,0
1,0.22,0.7,0.66,46.32,18.23,17.46,4,0
2,0.21,0.7,0.67,45.98,17.43,16.88,4,0
3,0.22,0.69,0.66,45.99,18.23,17.65,4,0
4,0.22,0.7,0.66,46.32,18.23,17.46,4,0
5,0.22,0.69,0.68,45.33,17.84,17.65,4,0
6,0.22,0.7,0.66,46.32,18.23,17.46,4,0
7,0.22,0.7,0.67,45.98,18.03,17.46,4,0
8,0.22,0.7,0.68,45.65,17.84,17.46,4,0
9,0.21,0.7,0.67,46.3,17.43,16.7,4,0
10,0.23,0.69,0.67,45.66,18.63,18.24,4,0
11,0.22,0.7,0.67,45.98,18.03,17.46,4,0
12,0.21,0.7,0.68,45.65,17.24,16.88,4,0
13,0.22,0.7,0.66,46.32,18.23,17.46,4,0
14,0.22,0.7,0.66,46.66,18.43,17.46,4,0
15,0.23,0.7,0.66,46.97,19.05,17.86,4,0
16,0.23,0.7,0.66,46.66,19.05,18.05,4,0
17,0.26,0.77,0.55,54.08,24.93,18.61,4,0
18,0.22,0.86,0.36,67.31,31.33,14.28,4,0
19,0.3,1.08,-0.28,104.62,133.45,15.4,6,0
20,0.21,1.14,-0.42,110.3,153.43,10.48,6,0
21,0.1,0.69,-0.13,100.3,140.91,8.4,6,0
22,0.25,0.87,0.34,68.82,36.66,16.08,1,0
23,0.2,0.87,0.34,68.38,30.58,13.18,1,0
24,0.21,0.9,0.3,71.27,34.7,13.21,1,0
25,0.23,0.88,0.32,70.06,35.27,14.39,1,0
26,0.21,0.89,0.3,71.11,34.7,13.32,1,0
27,0.21,0.9,0.31,70.82,34.02,13.21,1,0
28,0.23,0.9,0.31,70.82,35.94,14.15,1,0
29,0.22,0.89,0.3,71.11,35.68,13.8,1,0
30,0.22,0.89,0.32,70.22,34.33,13.8,1,0
31,0.22,0.89,0.31,70.67,34.99,13.8,1,0
32,0.22,0.88,0.31,70.51,34.99,13.92,1,0
33,0.21,0.89,0.32,70.22,33.37,13.32,1,0
34,0.22,0.89,0.31,70.67,34.99,13.8,1,0
35,0.22,0.88,0.32,70.06,34.33,13.92,1,0
36,0.23,0.9,0.29,72.16,38.09,14.15,1,0
37,0.19,0.91,0.24,75.04,37.75,11.69,2,0
38,0,0.91,0.29,72.45,0,0,2,0
39,0.07,0.98,0.31,72.26,12.68,4.12,2,0
40,0.34,0.91,-0.02,90.99,92.66,20.34,2,0
41,0.27,0.85,0.18,78.08,55.92,17.32,2,0
42,0.33,0.84,0.32,69.21,45.69,21.25,2,0
43,-0.05,0.94,0.13,82.41,-23.63,-3.34,2,0
44,-0.01,0.87,0.26,73.44,-1.74,-0.52,2,0
45,0.14,0.97,0.3,72.96,25.35,8.26,2,0
46,0.29,0.87,0.05,86.39,79.29,18.43,2,0
47,0.05,0.91,0.33,70.1,9.46,3.45,2,0
48,0.34,0.86,0.01,89.48,88.7,21.8,2,0
49,0.26,1,0.17,80.25,56.31,14.46,2,0
50,0.14,0.87,0.24,74.4,30.14,9.21,2,0
51,0.34,0.9,0.13,82.08,70.02,20.94,2,0
52,0.27,1.04,0.36,70.92,37.27,14.74,2,0
53,0.15,0.87,0.29,71.57,27.18,9.71,2,0
54,0.3,0.87,0.12,82.3,68.46,18.9,2,0
55,0.27,0.91,0.27,73.8,45.83,16.65,2,0
56,0.14,0.88,0.3,71.26,25.35,9.13,2,0
57,0.25,0.75,0.15,78.8,59.3,18.43,2,0
58,0.3,0.84,0.27,71.89,48.09,20.03,2,0
59,0.15,0.91,0.28,72.76,27.82,9.3,2,0
60,0.24,0.89,0.25,74.32,44.09,15.21,2,0
61,0.3,0.85,0.3,70.31,44.26,19.22,2,0
62,0.14,1,0.23,76.81,30.96,8,2,0
63,0.16,1.01,0.28,74.41,29.05,8.81,2,0
64,0.29,0.9,0.3,71.27,43.49,17.84,2,0
65,0.06,0.84,0.15,79.93,22.83,4.28,2,0
66,0.14,0.98,0.31,72.39,24.23,8.13,2,0
67,0.3,0.81,0.29,70.42,46.51,20.56,2,0
68,0.03,0.76,0.19,76.1,9.46,2.36,2,0
69,0.15,0.93,0.29,72.73,27.18,9.07,2,0
70,0.24,0.88,0.27,72.65,41.53,15.47,2,0
71,0.19,0.97,0.24,75.96,37.75,10.95,2,0
72,0.11,0.91,0.28,72.9,21.25,6.82,2,0
73,0.3,0.91,0.26,74.25,49.03,17.99,2,0
74,0.22,1,0.25,75.96,41.19,12.34,2,0
75,0.09,0.98,0.25,75.75,20.56,5.44,2,0
76,0.29,0.84,0.31,69.68,42.77,18.91,2,0
77,0.09,0.91,0.23,75.5,20.14,5.42,2,0
78,0.1,0.93,0.24,75.4,22.75,6.23,2,0
79,0.26,0.78,0.28,70.2,42.51,18.26,2,0
80,0.13,0.92,0.24,75.28,27.3,7.72,2,0
81,0.11,0.95,0.24,75.74,24.3,6.55,2,0
82,0.26,0.84,0.26,72.86,45,17.14,2,0
83,0.05,0.84,0.17,78.38,15.26,3.21,2,0
84,0.08,0.91,0.28,72.76,15.52,4.93,2,0
85,0.25,0.87,0.2,76.82,50.91,16.08,2,0
86,-0.05,0.92,0.09,84.19,-26.57,-2.91,2,0
87,-0.03,0.95,0.15,81.15,-11.89,-1.88,2,0
88,0.26,0.9,0.22,76.32,49.69,16.01,2,0
89,0.28,0.89,0.3,71.57,43.45,17.53,2,0
90,0.14,0.84,0.29,71.09,25.94,9.46,2,0
91,0.32,0.85,0.16,79.09,62.88,20.61,2,0
92,0.33,0.89,0.25,74.32,52.7,20.22,2,0
93,0.16,0.84,0.28,71.57,29.05,10.49,2,0
94,0.29,0.94,0.23,75.96,50.96,17.14,2,0
95,0.3,0.88,0.3,70.96,44.26,18.59,2,0
96,0.14,0.84,0.31,69.68,24.23,9.46,2,0
97,0.27,0.94,0.23,76.41,49.54,15.82,2,0
98,0.27,0.88,0.31,70.35,40.36,16.89,2,0
99,0.15,0.85,0.3,70.78,26.57,9.89,2,0
100,0.26,0.77,0.12,81.3,65.56,18.61,2,0
101,0.25,0.92,0.35,69.13,35.42,15.17,2,0
102,0.09,0.85,0.34,68.47,15.59,6.28,2,0
103,0.27,0.96,0.23,76.73,50.36,15.88,2,0
104,0.21,1.12,0.33,73.63,32.74,10.69,2,0
105,0.1,0.9,0.29,72.16,19.36,6.45,2,0
106,0.24,0.82,0.27,72.06,42.36,16.45,2,0
107,0.05,0.78,0.11,82.03,26.57,4,2,0
108,0.18,1.09,0.32,73.57,29.29,9.4,2,0
109,0.27,0.87,0.29,71.57,42.58,17.03,2,0
110,0.1,0.85,0.27,72.68,20.92,6.8,2,0
111,0.22,1.02,0.19,79.54,49.4,12.15,2,0
112,0.17,1.09,0.31,74.05,28.81,8.93,2,0
113,0.09,0.96,0.25,75.42,18.97,5.11,2,0
114,0.24,0.79,0.25,72.42,44.09,17.06,2,0
115,0.19,1.02,0.19,79.54,45,10.46,2,0
116,0.23,1.13,0.23,78.61,45,11.39,2,0
117,0.26,0.87,0.15,80.29,60.07,16.56,2,0
118,0.01,0.98,0.13,82.26,3.37,0.46,2,0
119,0.23,0.98,0.15,81.42,56.77,12.96,2,0
0,0.26,0.9,0.23,75.85,48.69,16.01,2,0
1,0.13,0.8,0.25,72.74,27.98,9.37,2,0
2,0.3,0.96,0.09,84.89,74.25,17.59,2,0
3,0.23,1.15,0.3,75.51,38.29,11.53,2,0
4,0.12,0.9,0.32,70.38,20.1,7.43,2,0
5,0.33,0.82,0.23,74.56,55.38,21.8,2,0
6,0.07,0.86,0.12,82.23,30.96,4.68,2,0
7,0.23,1.02,0.3,73.3,37.57,12.99,2,0
8,0.36,0.82,0.24,73.55,56.02,23.66,2,0
9,0.16,0.9,0.23,75.38,34.99,10.35,2,0
10,0.31,0.84,0.2,76.46,56.98,20.32,2,0
11,0.47,0.88,0.18,78.4,69.03,28.18,2,0
12,0.17,0.92,0.25,74.83,34.51,10.56,2,0
13,0.15,0.91,0.3,71.86,26.57,9.3,2,0
14,0.25,0.77,0.27,71.05,43.26,17.91,2,0
15,0.15,0.98,0.23,77.04,33.23,8.58,2,0
16,0.27,0.91,0.15,80.7,61.5,16.79,2,0
17,0.27,0.9,0.22,76.32,50.53,16.47,2,0
18,0.09,0.91,0.11,83.12,40.6,5.91,2,0
19,0.23,0.73,0.06,85.08,75.07,17.88,2,0
20,0.05,0.7,-0.46,123.54,174.19,3.86,5,0
21,0.22,0.8,-0.78,134.43,164.36,15.35,5,0
22,0.22,0.81,0.17,78.06,51.84,15.07,4,0
23,0.2,0.86,0.34,68.2,29.6,12.8,4,0
24,0.23,0.91,0.29,72.45,38.09,13.92,4,0
25,0.22,0.91,0.32,70.53,34.33,13.57,4,0
26,0.14,0.95,0.19,78.87,36.87,8.39,4,0
27,0.18,0.95,-0.21,102.48,139.57,10.68,4,0
28,0.22,0.84,-0.18,102.02,129.4,14.53,4,0
29,0.22,0.89,0.29,72.02,37.12,13.8,4,0
30,0.11,0.69,0.59,49.56,10.57,9.04,4,0
31,0,0.26,1.05,13.74,0,0,4,0
32,0.2,-0.05,0.97,-2.77,11.4,103.5,4,0
33,0.12,0.15,0.99,8.51,6.74,38.29,4,0
34,0.09,0.13,0.98,7.29,5.48,36.87,0,0
35,0.16,-0.28,0.95,-16.57,9.39,150.95,0,0
36,0.21,-0.38,0.95,-21.48,12.48,150.64,0,0
37,0.18,-0.42,0.93,-24.41,10.94,156.93,0,0
38,0.14,-0.41,0.91,-24.37,8.75,161.24,0,0
39,0.09,-0.43,0.93,-24.81,5.28,168.69,0,0
40,0.17,-0.41,0.93,-23.6,10.47,157.07,0,0
41,0.14,-0.42,0.95,-23.88,8.39,161.57,0,0
42,0.14,-0.38,0.95,-21.88,8.39,159.83,0,0
43,0.11,-0.38,0.95,-21.88,6.55,164.05,0,0
44,0.09,-0.39,0.95,-22.45,5.66,166.5,0,0
45,0.09,-0.38,0.92,-22.14,5.81,165.96,0,0
46,0.09,-0.39,0.95,-22.45,5.19,167.59,0,0
47,0.09,-0.38,0.95,-21.88,5.15,167.35,0,0
48,0.09,-0.38,0.95,-21.64,5.66,165.96,0,0
49,0.1,-0.38,0.95,-21.48,6.08,164.85,0,0
50,0.09,-0.38,0.95,-21.48,5.62,165.96,0,0
51,0.09,-0.38,0.95,-21.64,5.19,167.09,0,0
52,0.09,-0.38,0.95,-21.88,5.62,166.24,0,0
53,0.09,-0.38,0.95,-21.64,5.66,165.96,0,0
54,0.1,-0.38,0.95,-21.48,6.08,164.85,0,0
55,0.09,-0.38,0.96,-21.32,5.11,167.09,0,0
